,title,company name,link,date listed,salary,job description,Partially visually impaired,Hearing Impaired,LV,HI,MPD,PD,CP
219,Personal Assistant,Heng Long Catering Pte Ltd,sg.indeed.com/company/Heng-Long-Catering-Pte-Ltd/jobs/Personal-Assistant-63f74bb46217816f?fccid=da432685832e9b0c&vjs=3,PostedToday,"$2,000 - $2,300 a month","Responsibilities: * Provide full spectrum of secretarial support to the Marketing and Operations manager.
In charge of private and confidential materials of the…",,,1,1,1,1,0
220,Marketing Junior Entry Level,Atlas Marketing Group,sg.indeed.com/company/Atlas-Marketing-Group/jobs/Marketing-Junior-Entry-Level-18ce31ba3f0012b3?fccid=02bbef22e84670eb&vjs=3,Posted19 days ago,"$3,500 - $4,500 a month","Learn soft skills (communication, confidence).
Job Types: Full-time, Permanent, Fresh graduate.",,,0,0,1,1,0
221,Administrative & Clerical,COMBINE TRADING ENTERPRISE PTE LTD,sg.indeed.com/rc/clk?jk=ea404a8cb8aff191&fccid=ee3f6b27ba3d1682&vjs=3,Posted7 days ago,"$1,800 - $2,300 a month","Handle telephone calls and respond to enquiries.
Perform office administrative duties from Documents filing, data entry and updating of admin records.",,,1,1,1,1,1
222,Crewing Officer,KOMAYA SHIPPING COMPANY (PTE) LTD.,sg.indeed.com/rc/clk?jk=268bcf1b71510466&fccid=7154ec25fe168bf5&vjs=3,Posted2 days ago,"$3,000 - $5,400 a month","Supports the crewing department in all aspects of employment administration for seagoing personnel.
Maintain an updated list of manning for each assigned vessel…",,,1,1,1,1,1
223,Marketing Events Coordinator,Ethos Organisation,sg.indeed.com/company/Ethos-Organisation/jobs/Marketing-Event-Coordinator-24fa559439b6c821?fccid=71d6cb11b66566c3&vjs=3,Posted3 days ago,"$2,400 - $4,000 a month","\* Entry-level experience (No experience needed).
Job Types: Full-time, Permanent, Fresh graduate.",,,1,0,1,1,1
224,Part-time Barista,SYIP CAFE PTE LTD,sg.indeed.com/company/SYIP-CAFE-PTE-LTD/jobs/Part-Time-Barista-07184ae93976fe5f?fccid=0d7b4dd60c661f3e&vjs=3,EmployerActive 1 day ago,$9 - $10 an hour,"Prepare coffee and other drinks in the menu according to SOP and ensuring quality is consistent at all times.
Maintain cleanliness of work station area.",,,0,0,0,0,0
225,Store Packer,ST Recruitment Centre,sg.indeed.com/rc/clk?jk=64e1f2d0c89b8865&fccid=c27497311f7e5003&vjs=3,Posted2 days ago,"$1,600 - $1,800 a month","Minimum GCE 'N' level & above.
Loading and/or unloading of vehicles and/or trucks.
Carrying and/or moving goods.
Assist in stock count when required.",,,1,1,1,1,1
226,Cashier,DOUBLE LEAVES LLP,sg.indeed.com/rc/clk?jk=81c3434da22787a5&fccid=1c526dd0d51afcfd&vjs=3,Posted30+ days ago,"$1,800 - $2,100 a month","Working hours are flexible, full time or part time, morning or afternoon shifts.",,,1,1,1,1,1
227,Admin Assistant,SUPERSONIC MAINTENANCE SERVICES PTE. LTD.,sg.indeed.com/rc/clk?jk=4ba7ec38d2841452&fccid=dd616958bd9ddc12&vjs=3,Posted11 days ago,"$2,000 - $3,000 a month","Provide general administrative support for Project.
Handle data entry and documentation.
Handle feedbacks from clients as well as our workers.",,,1,1,1,1,1
228,System Engineer (Junior),CXRUS SOLUTIONS PTE. LTD.,sg.indeed.com/rc/clk?jk=fe31c44f9ffd1971&fccid=10fddfd04be60be8&vjs=3,Posted8 days ago,"$2,500 - $3,800 a month",Min 1-year working experience in IT field OR can exhibit strong IT foundation.,,,1,1,1,1,1
229,Site Engineer,Greenmark Construction Pte Ltd,sg.indeed.com/company/Greenmark-Construction-Pte-Ltd/jobs/Site-Engineer-3dbd5b367bcffbc0?fccid=bb085b9c50e498a2&vjs=3,EmployerActive 1 day ago,"$2,500 - $3,500 a month","Organizing materials and ensuring sites are safe and clean.
Preparing cost estimates and ensuring appropriate materials and tools are available.",,,1,1,1,1,0
230,Admin Assistant,SBM GROUP OF COMPANIES PTE. LTD.,sg.indeed.com/rc/clk?jk=19d33c3e8efa547c&fccid=59f0a5dd02d989c1&vjs=3,Posted30+ days ago,"$2,200 - $3,000 a month","Perform data entry and general administrative matters.
Mail of normal and registered letters.
Sorting and keeping proper record of devices.",,,1,1,1,1,1
231,Social Work Associate,"SINGAPORE ASSOCIATION FOR MENTAL HEALTH, THE",sg.indeed.com/rc/clk?jk=6583ef2abeb77fc4&fccid=4fe4bc7a27a18827&vjs=3,Posted7 days ago,"$1,600 - $3,400 a month","Oasis Day Centre (ODC) is a psychiatric rehabilitation programme for people in recovery of mental illness or dual diagnosis (i.e., mild developmental disorders…",,,1,1,1,1,1
232,| 8 HOURS | HOTEL CLEANER (PA),SINGO SERVICES PTE LTD,sg.indeed.com/company/SINGO-SERVICES-PTE-LTD/jobs/Hour-Hotel-Cleaner-8ae27cd487152dc7?fccid=195cca9aacde00f3&vjs=3,Posted1 day ago,"$1,750 - $1,850 a month","❃To keep public areas and back areas of hotel clean.
❃Ensure guests services specified by supervisors and guests are met.
Job Types: Full-time, Permanent.",,,0,0,0,0,0
233,Packaging Assistant #48127,Anradus Pte Ltd,sg.indeed.com/company/Anradus-Pte-Ltd/jobs/Packaging-Assistant-59c1106c88e3a43d?fccid=3de18cfd2560ba9a&vjs=3,Posted1 day ago,"$1,700 - $2,300 a month","Preferred with 1 year of food manufacturing experience.
Industry/ Organization Type: *Manufacturing/ Production (Food)*.
Physically fit due to nature of work.",,,0,0,1,1,0
234,Accountant (MNC / Attractive Bonuses),SEARCH INDEX PTE. LTD.,sg.indeed.com/rc/clk?jk=a71213c04581c2fa&fccid=843a6141a260db77&vjs=3,Posted6 days ago,"$5,000 - $7,000 a month","Accurate filing & closing of monthly & annual financial activities & statements.
Responsible for taxation, credit policies, GST filings & expense tracking.",,,0,0,0,0,0
235,Dish Washer,THE GROVE RESERVE PTE. LTD.,sg.indeed.com/rc/clk?jk=cdaeaf0a7ca786ea&fccid=83f88d17b35c1d71&vjs=3,PostedJust posted,"$2,300 - $2,600 a month","Maintains a clean kitchen, properly washes and sorts dishes.
Maintains clean / dry floors throughout the shift.",,,0,0,0,0,0
236,WSHE Coordinator,WOH HUP (PRIVATE) LIMITED,sg.indeed.com/rc/clk?jk=5d6a6dafb7e3e879&fccid=1c0334fd4bff11b1&vjs=3,Posted9 days ago,"$2,300 - $3,800 a month",Assist the Project Manager / WSHE Officer to identify any unsafe condition in the worksite or unsafe work practice in the worksite.,,,1,0,1,1,1
237,Personal Assistant,Arise and Thrive,sg.indeed.com/company/Arise-and-Thrive/jobs/Personal-Assistant-aa8aec47bdff3cb3?fccid=49587e09dfd8349d&vjs=3,Posted3 days ago,"$2,800 - $3,500 a month","Personal assistant: 1 year (Preferred).
Assist in day to day task such as.
Min. Polytechnic Diploma or GCE 'A' Level.",,,1,1,1,1,0
238,BreadTalk Full Time / Part Time Cashier,BREADTALK PTE LTD,sg.indeed.com/rc/clk?jk=0a8496c103d2c5df&fccid=bd231064ae72dd58&vjs=3,Posted8 days ago,"$1,800 - $2,200 a month","Ensure cleanliness and hygiene of outlet.
Process refunds & exchanges, resolving complaints.
Full-time & part-time positions available (Minimum commitment of 3…",,,0,0,0,0,0
239,Production Technician,Pride-Chem Industries Pte Ltd,sg.indeed.com/company/PRIDE--CHEM-INDUSTRIES/jobs/Production-Technician-553623f2cea03715?fccid=3aaecf0bea911505&vjs=3,EmployerActive 2 days ago,"$2,000 - $3,200 a month","Work on the production line and meeting production targets and specifications.
Store, retrieve, mixing, and monitoring chemicals used in the production process.",,,0,0,1,1,1
240,Kitchen Helper,GOLD OCEAN CURRY FISH HEAD RESTAURANT PTE. LTD.,sg.indeed.com/rc/clk?jk=068266756e49a818&fccid=dd616958bd9ddc12&vjs=3,Posted11 days ago,"$2,800 - $3,200 a month","Assist Cook in preparation of all meals.
Maintain the cleanliness of the kitchen.
Sweep and clean the kitchen floor.",,,1,1,1,1,1
241,Junior Event Coordinator,Erudite Solutions,sg.indeed.com/company/Erudite-Solutions/jobs/Junior-Event-Coordinator-ebb1c9cf34bfa274?fccid=a7eb5cb18cc9879b&vjs=3,Posted26 days ago,"$3,500 - $4,500 a month","This is an entry-level role with opportunity for promotion to management level for performing individuals.
Liaising with our MNC clients for event campaigns.",,,1,0,1,1,0
242,Admin Executive,PAL CONSTRUCTION PTE. LTD.,sg.indeed.com/rc/clk?jk=43617b90770ebdcd&fccid=405b1037fb41991c&vjs=3,Posted8 days ago,"$3,000 - $3,500 a month","Working under the leadership of the Senior Accounts Officer.
Provide general administrative support to company.
Call up customer for the payment schedule.",,,1,1,1,1,1
243,Logistics Admin,IDEALS RECRUITMENT PTE. LTD.,sg.indeed.com/rc/clk?jk=636d9735053740d7&fccid=1395b62dc07e33d5&vjs=3,Posted7 days ago,"$3,500 - $4,200 a month","Process customer orders based on agreements and standards communicated.
Liaise with Inventory department to maintain accurate inventory numbers.",,,0,0,0,1,0
244,Customer Service Officer,HARWIN ASIA PTE. LTD.,sg.indeed.com/rc/clk?jk=571405d9e366ecc7&fccid=71fbd174c32cc58b&vjs=3,Posted4 days ago,"$2,800 - $4,000 a month","Handle a large volume of incoming Sales orders and Purchase orders.
Quickly detect and analyse each customer’s needs in order to assist them.",,,1,0,1,1,0
245,Production Floor Assistant,MS VENTURE PTE. LTD.,sg.indeed.com/rc/clk?jk=cb07db31ada7c482&fccid=9941b16d06c0f212&vjs=3,PostedJust posted,"$1,900 - $2,000 a month","6 days work week (Mon - Sat).
Replenish and top up raw material to injection machines in factory.
Pick and transfer raw material from warehouse to production…",,,1,1,1,1,1
246,CUSTOMER SERVICE EXECUTIVE,AMORE EMPLOYMENT PTE. LTD.,sg.indeed.com/rc/clk?jk=1c19d40d43d618c9&fccid=b5356287f42e959e&vjs=3,Posted6 days ago,"$2,800 - $3,800 a month","Need to perform counter sales duty for betting products, namely Toto, 4D, Sweep, Sports.
Need to assist the Manager to maintain branch cleanliness and queue…",,,0,0,0,0,0
247,Admin,BUILDABLES PTE. LTD.,sg.indeed.com/rc/clk?jk=3949148e505b2a39&fccid=3ca6f1e88d8cd3f8&vjs=3,Posted7 days ago,"$2,000 - $2,200 a month","No working experience required (Training Provided), but MUST be willing to learn, and prior working experience in Administration is an advantage.",,,0,0,0,1,0
248,Desktop Support Engineer,CTC GLOBAL PTE. LTD.,sg.indeed.com/rc/clk?jk=b069ae41fdb7232e&fccid=7b49c39b04c5f0a0&vjs=3,Posted11 days ago,"$2,500 - $4,000 a month","Provide IT technical onsite support for end user services problem which includes identification, diagnosis, rectification and escalation.",,,0,0,1,1,0
249,Customer Success Specialist Remote,Singapore,sg.indeed.com/rc/clk?jk=f43a8dd6055a1201&fccid=3ddb8f68c8f9f588&vjs=3,Posted3 days ago,$10 an hour,"You’ll manage our logistics and customer enquiries during weekends & morning shifts.
This role is great for students who need some part time hours and can work…",,,0,0,0,1,0
250,#SGUnitedJobs Chiropractic clinic Reception,VALERIE TEO CHIROPRACTIC PTE. LTD.,sg.indeed.com/rc/clk?jk=4e0cbde3a2ddb742&fccid=4409020e557f0d26&vjs=3,Posted3 days ago,"$1,500 - $2,200 a month","Experience not necessary (Internal training will be provided).
Maintain and update patient database electronically.
Management of invoice and payment at clinic.",,,0,0,0,0,0
251,Recruitment Specialist (Training Provided),Kingsforce Management Services Pte Ltd,sg.indeed.com/rc/clk?jk=c49009607ca9a860&fccid=bd1dcc1d50b89ae9&vjs=3,Posted30+ days ago,"$2,000 - $2,500 a month","Finalize hiring and position details with selected candidates to prepare conditional offer letter for pre-onboarding;
Basic Salary (Up to $3,000).",,,1,0,1,1,0
252,Gardener,GREENSERVE & LANDSCAPE PTE LTD,sg.indeed.com/rc/clk?jk=e2a6537b8f49799e&fccid=82df8a9955717b85&vjs=3,Posted3 days ago,"$1,500 - $1,800 a month","Comply with workplace safety and health regulations and policies.
Able to perform labor-intensive tasks such as bending, standing, pushing, pulling, or climbing…",,,0,1,1,1,0
253,"Associate, Customer Service - AIBD","MUFG BANK, LTD. SINGAPORE BRANCH",sg.indeed.com/rc/clk?jk=0c1d82f5cd007a1c&fccid=3b98171e4a0fd997&vjs=3,Posted1 day ago,"$7,012 - $14,024 a month",The candidate will be supporting Relationship Managers and responsible for managing day-to-day business transactions and customer service matters;,,,0,1,1,1,1
254,Safety Coordinator,ZPMC SOUTHEAST ASIA PTE. LTD.,sg.indeed.com/rc/clk?jk=4fa2f38ba0ec3ff9&fccid=ddbbf979e62f7e69&vjs=3,Posted9 days ago,"$4,000 - $6,000 a month","Investigate all incidents and submit reports.
Assist Project Manager in project planning and to coordinate and oversee of safety on site.",,,1,0,1,1,1
255,| 11PM - 7AM | NIGHT SHIFT | HOTEL NIGHT CLEANER (PA),SINGO SERVICES PTE LTD,sg.indeed.com/company/SINGO-SERVICES-PTE-LTD/jobs/-9a5d22fec087a4ab?fccid=195cca9aacde00f3&vjs=3,Posted1 day ago,"$1,750 - $1,850 a month","❃To keep public areas and back areas of hotel clean.
❃Ensure guests services specified by supervisors and guests are met.
Job Types: Full-time, Permanent.",,,0,0,0,0,0
256,Management Trainee,SEO ENG JOO FROZEN FOOD PTE LTD,sg.indeed.com/rc/clk?jk=f19e6fb80a86f46e&fccid=75f61244eaccc490&vjs=3,Posted10 days ago,"$2,600 - $3,600 a month",Provide support as needed in various departments.,,,1,0,1,1,1
257,Human Resource Assistant,Arise and Thrive,sg.indeed.com/company/Arise-and-Thrive/jobs/Human-Resource-Assistant-f5f82b92abef44d7?fccid=49587e09dfd8349d&vjs=3,EmployerActive 2 days ago,"$2,500 - $3,500 a month","Polytechnic Diploma or GCE ‘A’ Level.
Proficiency in Microsoft Email, Words and Excel.
Posting advertisement, Phone screening for shortlisting, Arranging…",,,1,1,1,1,0
258,Flame Artist,HECKLER SG PTE. LTD.,sg.indeed.com/rc/clk?jk=fb557c58e9d0d225&fccid=afdf339c2e2dda84&vjs=3,PostedJust posted,"$8,000 - $15,000 a month",You will display a strong level of conceptual thinking and keep up to date with current software and post-production methods.,,,0,0,0,0,0
259,WareHouse Supervsior,CONCEPT SHARED SERVICES PTE. LTD.,sg.indeed.com/rc/clk?jk=0942a48f233a1f35&fccid=693aadd0d15cfd3f&vjs=3,Posted7 days ago,"$2,500 - $3,500 a month","Receiving, storage and inventory management , as well as organizing the shipments for delivery to customers with assistant of logistics supervisor.",,,0,0,1,0,0
260,Warehouse Customer Service Officer,KWE-KINTETSU WORLD EXPRESS (S) PTE LTD,sg.indeed.com/rc/clk?jk=68972273d0a51a2e&fccid=41a1c4c9c37cce83&vjs=3,Posted4 days ago,"$2,200 - $2,800 a month","Perform data processing and transactions on KWE's WMS (warehouse management system) or customer's system.
Communication with our customers via both email and…",,,0,0,1,1,0
261,Clinic Assistant,Tayka Medical Pte Ltd,sg.indeed.com/company/Tayka-Medical-Pte-Ltd/jobs/Clinic-Assistant-31b93d45a1d02bc4?fccid=b82a2b94f3964185&vjs=3,EmployerActive 7 days ago,"$2,000 - $2,500 a month",The basic requirements of the job include patient registration dispensing of medication collecting of monies as well as assisting the doctor in various clinical…,,,1,1,1,1,1
262,Production Specialist,Quesscorp Singapore,sg.indeed.com/company/Quesscorp/jobs/Production-Specialist-8705bb934ac498ba?fccid=4ae7c13dfeef45b2&vjs=3,EmployerActive 2 days ago,"$2,000 - $2,700 a month",To participate in continuous improvement or Kaizen events and provide feedback on ways to improve current work process.,,,1,0,1,1,0
263,Warehouse Assistant / Up to 2.2k per month,ezbuy,sg.indeed.com/company/ezbuy/jobs/Warehouse-Assistant-da2ab0d304266b3e?fccid=24ebfb8f9e4f81b3&vjs=3,Posted4 days ago,"$1,600 - $2,200 a month","Warehouse experience: 1 year (Preferred).
Applicants who are able to start work on short notice will be advantageous.
Handling of incoming and outgoing goods.",,,1,0,1,1,0
264,Coordinator,TEAM AXIS PTE. LTD.,sg.indeed.com/rc/clk?jk=a4ee20f6846d1bab&fccid=ed1af129064a7749&vjs=3,Posted7 days ago,"$2,000 - $2,500 a month","Candidates who can start immediately or within short notice will have an advantage.
On average, we have around 300+ locations (weekly classes) every month to…",,,1,1,1,1,1
265,Research Assistant,HOL Experiences Pte Ltd,sg.indeed.com/company/HOL-EXPERIENCES-PTE.-LTD./jobs/Research-Assistant-589c996c8b764e84?fccid=c393dd25708ca552&vjs=3,Posted4 days ago,"$1,800 a month","You are a highly inquisitive, intuitive and resourceful person.
You enjoy researching and can synthesis the research into clear and useable information either…",,,1,1,1,1,1
266,Dog Walker and Pet Sitter,WOOGA,sg.indeed.com/company/WOOGA/jobs/Dog-Walker-Pet-Sitter-d7c20f31f4376c4d?fccid=e6f7015290628880&vjs=3,EmployerActive 1 day ago,$10 an hour,"Working hours from 6am to 3pm, 3 days a week.
Job Types: Full-time, Part-time, Permanent, Temporary.",,,0,0,0,0,0
267,Purchase Assistant,ER Marketing (s) Pte Ltd,sg.indeed.com/company/ER-Marketing-(s)-Pte-Ltd/jobs/Purchase-Assistant-d72c674462edcea9?fccid=062671020ffde8f2&vjs=3,Posted3 days ago,"$1,800 a month","2.Issue PO , Issue invoice.",,,1,1,1,1,1
268,Human Resource Executive,GAG,sg.indeed.com/company/Graduate-Advisory-Group/jobs/Human-Resource-Executive-0f88c60dc81c487f?fccid=1890e993514f865e&vjs=3,EmployerActive 4 days ago,"$2,000 - $3,500 a month","Data entry, data verification, data processing.
Assist managers with administrative duties.
Identify and match the preferred qualifications.",,,1,0,1,1,1
269,Supermarket Cashier,Isetan (Singapore) Limited,sg.indeed.com/rc/clk?jk=454e30f970142eb8&fccid=4a72f3fc8f795e23&vjs=3,Posted30+ days ago,,"Able to work 2 rotating shift including weekends.
Human Resource Department, Monday to Friday (2.00 pm to 5.00 pm).",,,1,1,1,1,1
270,Desktop Support Engineer (FT),JK TECHNOLOGY PTE LTD,sg.indeed.com/rc/clk?jk=00c3d9c2fc78cf1c&fccid=7cd5c9e2a96fa9b3&vjs=3,Posted4 days ago,,"Maintenance of IT peripherals including backup & recovery.
Set-up, installation, re-installation or migration of IT peripherals.",,,0,0,1,1,0
271,Kitchen Helper,GOLD OCEAN CURRY FISH HEAD RESTAURANT PTE. LTD.,sg.indeed.com/rc/clk?jk=068266756e49a818&fccid=dd616958bd9ddc12&vjs=3,Posted11 days ago,"$2,800 - $3,200 a month","Assist Cook in preparation of all meals.
Maintain the cleanliness of the kitchen.
Sweep and clean the kitchen floor.",,,1,1,1,1,1
272,Junior Event Coordinator,Erudite Solutions,sg.indeed.com/company/Erudite-Solutions/jobs/Junior-Event-Coordinator-ebb1c9cf34bfa274?fccid=a7eb5cb18cc9879b&vjs=3,Posted26 days ago,"$3,500 - $4,500 a month","This is an entry-level role with opportunity for promotion to management level for performing individuals.
Liaising with our MNC clients for event campaigns.",,,1,0,1,1,0
273,Admin Executive,PAL CONSTRUCTION PTE. LTD.,sg.indeed.com/rc/clk?jk=43617b90770ebdcd&fccid=405b1037fb41991c&vjs=3,Posted8 days ago,"$3,000 - $3,500 a month","Working under the leadership of the Senior Accounts Officer.
Provide general administrative support to company.
Call up customer for the payment schedule.",,,1,1,1,1,1
274,Logistics Admin,IDEALS RECRUITMENT PTE. LTD.,sg.indeed.com/rc/clk?jk=636d9735053740d7&fccid=1395b62dc07e33d5&vjs=3,Posted7 days ago,"$3,500 - $4,200 a month","Process customer orders based on agreements and standards communicated.
Liaise with Inventory department to maintain accurate inventory numbers.",,,0,0,0,1,0
275,Customer Service Officer,HARWIN ASIA PTE. LTD.,sg.indeed.com/rc/clk?jk=571405d9e366ecc7&fccid=71fbd174c32cc58b&vjs=3,Posted4 days ago,"$2,800 - $4,000 a month","Handle a large volume of incoming Sales orders and Purchase orders.
Quickly detect and analyse each customer’s needs in order to assist them.",,,1,0,1,1,0
276,Production Floor Assistant,MS VENTURE PTE. LTD.,sg.indeed.com/rc/clk?jk=cb07db31ada7c482&fccid=9941b16d06c0f212&vjs=3,PostedJust posted,"$1,900 - $2,000 a month","6 days work week (Mon - Sat).
Replenish and top up raw material to injection machines in factory.
Pick and transfer raw material from warehouse to production…",,,1,1,1,1,1
